sentence,label
这家餐厅是我的最爱之一，以前在附近工作经常和朋友来这里吃饭的。最最喜欢这里的鲶鱼和红烧肉，能自己吃一份，还有八宝辣酱，这里的菜虽然选择不多，但是经典的菜永远都吃不厌的！！！！！！！！！！！！,1
没有那种很老房子的感觉。吵死了，还有很多人抽烟。上菜慢的要死。隔壁桌结账了还有菜没上完。估计不会去第二次~,0
在这边竟然吃到蚊子 银耳雪梨汤里面 有够恶心 服务员也没说什么直接说换一碗 受不了！没想到是这种服务,0
普洱菊花茶 第一次知道还有这种搭配 出乎意料地还蛮好喝的 入口菊花茶味儿 入喉又有普洱回香 跟爸爸妈妈在家门口的咖啡店泡茶 四只猫猫在房间里游走 开店的小夫妻态度很好 不卑不亢 十一点 我问是不是快打烊了 女孩笑吟吟地说没关系 到十一点半 慢慢坐 猫猫都很美 但是我只见到三只,1
如果啤酒什么略带点刺激味。这个辣摩卡就是刺激中带点小苦。吃下去让人非常回味。咖啡好的咖啡就如好的酒一样。要慢慢的品才能品出味道来。虽然我不是个行家。但我也很喜欢这种咖啡的味道。呼呼。。。,1
终于在步行街看到COACH的踪迹了，新店开门的时候有打折活动，7折吧。看的人很多的，我也去凑热闹，可惜打折的款式不怎么吸引我。话说去这种店要穿着好一点去，略差点时，BA是不搭理你的，看顾客衣服做生意的，大家都懂得。 今年想买个单肩的大点的包，看到现在也没有满意的款式，希望明年会有啊！,1
一个同事住在附近，和几个朋友去他家。中午饭吃完。不知道那个白痴说要吃生煎的。走了一刻钟。来到这家店。5个人买了2两。口感还不错。煎的火候不错。难得吃一会素馅的。,1
不太好找 不过还是相当值的 老板很热情 点多少也一样的周到好客 烤三文鱼头是重点 大家都没有喜欢的吗 酥酥嫩嫩焦焦的 回味无穷 再挤上一点柠檬汁 棒极了！,1
羊汤：同去的3个人在喝了第一口羊汤以后不约而同的“呀”了一声，因为实在是太次了，太难喝了，而且有股怪味，根本不是羊汤该有的味道。我无语了。 羊肉串：5元1串，居然是油炸的，比200米外的东伊顺，简直天上地下。神马玩意。 羊肉烧卖：15元一笼？天价？算是这3样东西里相对好点的了，但也不咋地。 总之就是差的已经不能再差了。倒贴100元都不会再去受罪了。,0
对这家店记忆深刻啊 在这边考试顺便过去吃的 人很多，服务态度很差劲 我们还没有吃饱就被人赶 下次不回去了 即使想吃馄饨，也会选别家的。,0
吃辣已经成瘾的我一听这个名字就很想去吃了这个天气开始有点变冷就特别想吃火锅于是点评搜索了一下就直接去了味道很好,1
周五和朋友去吃饭 选来选去选了这家 要了刺身 面 还有饭团什么的 结果饭团里面吃出来手纸什么东东 真是郁闷 叫来服务员给退了 又送了我们两杯西瓜汁 可是那也很让我们觉得恶心啊 真是无奈 其他的就没什么了,0
以前一帮子人过去玩，过去看男的踢足球，虽然场地不是很大，但是草坪还是不错的，哈哈 虽然其实我不是踢的人感觉不出来的，看上去还行。,1
地不地道不知道，不过里面的三杯鸡的确还是很好吃的，看着就很不错，很有食欲。菜馆里面装修的很典雅，黑色格调，感觉很舒适，里面有个雨幕，还是挺漂亮的。菜量小了点个人感觉不太实惠，炒饭倒是给的挺多，老大一盘了，海鲜炒饭味道很不错，这个吃了不少。在里面吃饭的人太多，位子最好提前预定。个人感觉有一点做的不好的就是欢迎很热烈，服务却不太好，有待提高。,1
这家座落在津湾广场。有次去外地回天津的时候去吃了。一进去感觉装修不错，很气派，但是他们家的菜品味道一般，没有想像中的好呢。,1
以后不会再去这家大成家 去过两次，每次鸡肉串都是生的上来了 咬一口，里面都是冰的 太让人气愤了，以前去友谊旁边的那家从来没遇到过这样的事情,0
这家环境还不错，味道我觉得比吴江路那家的好，汤比较多，昨天晚上和BF去的人事真心的多啊。排队排的辣辣长呀，不过还好我们去的早也没怎么等位子。买了2量两个人也没吃掉还剩下来3个咧,1
学校附近的粥铺，有时候和同学想出去“搓一顿”，但又不想吃油腻辛辣的，就会去这家。环境还行，但是有一次叫服务员拿碗没听见，我就自己去拿，结果……一摞碗没有一个干净的，每个上面都得附着点东西，恶心死了！来了个服务员，我问，这些都是洗好的么？她说是%…………我只能凑合拿了一个看起来还好的。。粥的味道还可以~菜嘛，得看点什么喽！有的还好，有的好难吃。。菜码很小,0
"环境安静,优雅;菜品美观,可口;是三五好友集餐的好地方!我非常喜欢在这里用餐. 这里的菜鱼虾新鲜,选材用料都不错,上档次.",1
39元一小时 用的买一送二的券 一共唱了3小时 麦有点问题 房间太暗 装修很一般 服务态度也很一般 12点不能准时开店 还要客人等 营业前的准备工作不能提前做好吗？没有agogo感觉好 虽然便宜 但是效果很一般 声音一会大一会小 小失望 就是维洛券换的5元特调柠檬红茶挺好喝的 一大壶 曲库感觉也比较旧,0
这里是我逛北京大多数景点，觉得最应该推荐的，我不是周末去的，人不多，但是一样有表演，比如傣族的就有泼水节的游戏，很好玩，其他民族也要各式各样的活动表演，逛了一圈，很值得的,1
定期都会收到他们的广告，看到有喜欢的新品，妈妈又没做饭，就经常会打电话去订餐 皮萨、鸡翅、小吃、甜品味道都蛮好的，品种也蛮多，有不少的选择，不过有些饭和面就不是最好吃，味道比较淡 接线员的态度蛮好，每次都仔细核对点餐内容，要是有问题也会回电通知你，外卖速度也比较快，一般在半小时内都会准时送到,1
离得比较近的一家好伦哥店，经常去吃，鸡翅最好吃了，可是每次都抢不上，大家的目光都盯着服务员端着鸡翅的盘子。听说好伦哥可以办会员卡，生日可以免单，不知道真的假的,1
东西也不怎么样，没想到服务那么烂！！ 也没见有很多客人，点的东西拖了1个小时才上来 索要发票说没有发票，我们说那给写个条，过几天有发票了我们来换发票，说就是没有发票，条也不给写。 让那个女服务员把经理叫过来，那女的直接说“我就是经理！” 无奈，什么烂服务，最后送了2张抵价券 要说我同学她还真倒霉，过了几天又去海景了，竟然还是遇到同一个女服务员，服务态度依然烂的要命 本来去咖啡厅吃饭就是要的一个服务一个环境，以后再也不来这里了,0
第一次喝呀~买了杯抹茶双拼。。还蛮期待的来。。 结果大失所望。。抹茶味道有种奇怪的苦涩。。不像茶的苦味。。 传说中的布丁难道是奶茶太烫了给烫化了？ 就完全没怎么喝到布丁啊！！！坑人吗？ 喝到的就零零星星一点点。。真的只有一点点啊。。。还要8块钱。。 coco6块钱布丁奶茶布丁喝翻掉了。。以后不会再去了。。,0
下载了她们家的免费领珍珠耳环的券，今天18：00下班后去的，正好赶上她们快下班了，两位小姐态度很好，也没有任何的推销等，登记了名字，填了下手机号码，就拿到耳环了，我看了下后面的耳塞也是金属的呀，并没有象论坛里有些MM提到的塑料那种啊！总体看上去很好！希望以后还会有活动！,1
那个炒面太难吃了而且是甜的 我疯掉了 吃了几口我就不吃了。。实在太难吃了 。。。额。。希望大家下次不要点这个炒面太太难吃了,0
服务差~~~漏点菜~~害我们傻等半小时~~还不承认~~~另外菜的味道也一般~~在本帮菜馆中属中下水平~~~,0
这里的地段比较好，闹中取静，里面地方挺大的，家具和布局就有点古色古香的味道，里面有茶艺师，还有弹琴的，茶艺师泡茶的感觉很专业，墙上挂着几幅字画写的很不错，让你一进来就感受到喝茶的乐趣了，我喝的是碧螺春，味道很醇香，我平时很喜欢喝茶，喝茶可以让你的心情变的宁静和轻松,1
因为在欢乐谷对面 所以玩完了就来这大吃特吃啦 哈哈 这环境不错 而且这比较人性化 虽然餐厅建在一个高台上 但是估计想到大部分人是从欢乐谷出来的 还在门口设置了电梯 福音啊 坐在靠窗的位置还可以看到激流勇进呢 黄昏时很美 最近新出的一个好像叫焗薯泥 味道不错 就是分量小点 双薯沙拉味道一般,1
性价比很高的店。 寿喜锅底鲜鲜甜甜的，豆乳锅底很香，看上去就很有食欲。 本来点的58的后来店员搞错成了48，也不错~~肉很实在，素菜什么的看上去也很新鲜~喜欢香芋冰淇淋~就是挖起来很吃力啊！,1
田子坊吃东西的地方很多，小包间也不错，但是这边的阁楼很有新意，之前和闺蜜来过一次，在上面坐了半天，一个阁楼就我们两个人，榻榻米式的可以脱鞋的，感觉很好~后来七夕带亲爱的一起去了，虽然这边的菜式不多，但是味道真的是不错的，连这个口味挑剔的家伙也说好吃，总体来说真的很不错啦，我们在上面呆了好久，聊天什么的，老板娘很好，还给了我张名片，以后去可以预约呢~~,1
同事极力推荐 就一起去吃了 现在来写点评才发现竟然有优惠券啊 亏大了！！！悔得我肠子都青了 怎么没先看看。。。 就是鱼肉火锅 鲶鱼还是很好吃的 超赞啊 其他的就如一般火锅 没什么要说了 同事有他家会员卡 才9.8折 不给力啊 鱼是吃2斤送1斤 有鱼券的 还不错啦 下次再去吃~,1
姐姐在这家喜来登酒店办的喜宴，这家大酒店是刚开张不久，环境很不错，地段也很好，出行很方便。到了酒店门口，工作人员态度很好，很主动上前拉门，酒店大堂环境也很好，认不是很多。到了3楼是宴会厅，全部铺了红地毯，地方也很宽阔。还可以在里面装T台什么的，地方很大，不过摆25桌以上很挤。价位不算很便宜，吃的东西一般，不过环境和服务好还是值了。,1
"还是没有田子方的规模大,太整齐的小区,没有岔路,人气不高,大多都是居民,哎,逛的一点都没有激情,一会就走到头了,好失望,看来还不够兴旺阿",0
一同学过来出差，点名要去酒吧，于是一懂行的同学带着我们去了三里屯这个酒吧一条街。 这里的酒吧真是出奇的多，我们最后选择了这家男孩女孩。 酒吧的消费还是挺贵的，是一个很潮也很吵的地方。 酒吧的歌唱队唱的还挺不错的，大家都很high的跟着节奏唱，还有人上去给歌唱的人送花。 一开始觉得特吵特不习惯，后来呆久了竟然也适应了。,1
点评是收了这家钱了吧，全上海最出名的烂店原来的点评居然全部被删了，什么情况，原来的这么多差评呢？我原来的点评呢？为什么重新开一个甜心皇后的点评，为什么把原来的给封了，我现在这封点评要是被删了或者进不了默认点评，那就更加证明是点评收钱了！！！！！,0
